"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000260209",0,NA,NA,NA,NA,NA
"ENSG00000260211",0,NA,NA,NA,NA,NA
"ENSG00000260212",0,NA,NA,NA,NA,NA
"ENSG00000260213",0,NA,NA,NA,NA,NA
"ENSG00000260215",0,NA,NA,NA,NA,NA
"ENSG00000260216",0,NA,NA,NA,NA,NA
"ENSG00000260217",0,NA,NA,NA,NA,NA
"ENSG00000260218",0,NA,NA,NA,NA,NA
"ENSG00000260219",0,NA,NA,NA,NA,NA
"ENSG00000260220",0,NA,NA,NA,NA,NA
"ENSG00000260221",0,NA,NA,NA,NA,NA
"ENSG00000260222",0,NA,NA,NA,NA,NA
"ENSG00000260223",0,NA,NA,NA,NA,NA
"ENSG00000260224",0,NA,NA,NA,NA,NA
"ENSG00000260225",0,NA,NA,NA,NA,NA
"ENSG00000260226",0,NA,NA,NA,NA,NA
"ENSG00000260227",0,NA,NA,NA,NA,NA
"ENSG00000260228",0,NA,NA,NA,NA,NA
"ENSG00000260229",0,NA,NA,NA,NA,NA
"ENSG00000260230",0,NA,NA,NA,NA,NA
"ENSG00000260231",0,NA,NA,NA,NA,NA
"ENSG00000260232",0,NA,NA,NA,NA,NA
"ENSG00000260233",0,NA,NA,NA,NA,NA
"ENSG00000260234",0,NA,NA,NA,NA,NA
"ENSG00000260235",0,NA,NA,NA,NA,NA
"ENSG00000260236",0,NA,NA,NA,NA,NA
"ENSG00000260237",0,NA,NA,NA,NA,NA
"ENSG00000260238",0,NA,NA,NA,NA,NA
"ENSG00000260239",0,NA,NA,NA,NA,NA
"ENSG00000260240",0,NA,NA,NA,NA,NA
"ENSG00000260241",0,NA,NA,NA,NA,NA
"ENSG00000260242",0,NA,NA,NA,NA,NA
"ENSG00000260244",0,NA,NA,NA,NA,NA
"ENSG00000260245",0,NA,NA,NA,NA,NA
"ENSG00000260246",1.99244926810338,3.36568059178161,1.81303645803839,1.85637777820701,0.0633997298649139,0.181624635965471
"ENSG00000260247",0,NA,NA,NA,NA,NA
"ENSG00000260248",0,NA,NA,NA,NA,NA
"ENSG00000260249",0,NA,NA,NA,NA,NA
"ENSG00000260250",0,NA,NA,NA,NA,NA
"ENSG00000260251",0,NA,NA,NA,NA,NA
"ENSG00000260252",0,NA,NA,NA,NA,NA
"ENSG00000260253",0,NA,NA,NA,NA,NA
"ENSG00000260254",0,NA,NA,NA,NA,NA
"ENSG00000260255",0,NA,NA,NA,NA,NA
"ENSG00000260256",0,NA,NA,NA,NA,NA
"ENSG00000260257",0,NA,NA,NA,NA,NA
"ENSG00000260258",0,NA,NA,NA,NA,NA
"ENSG00000260259",0,NA,NA,NA,NA,NA
"ENSG00000260260",0,NA,NA,NA,NA,NA
"ENSG00000260261",0,NA,NA,NA,NA,NA
"ENSG00000260262",0,NA,NA,NA,NA,NA
"ENSG00000260264",0,NA,NA,NA,NA,NA
"ENSG00000260265",0,NA,NA,NA,NA,NA
"ENSG00000260266",2.27784955737448,4.13263472568082,1.90192010643393,2.17287503912529,0.0297897235934246,0.0959931072791585
"ENSG00000260267",0,NA,NA,NA,NA,NA
"ENSG00000260268",0,NA,NA,NA,NA,NA
"ENSG00000260269",0,NA,NA,NA,NA,NA
"ENSG00000260271",0,NA,NA,NA,NA,NA
"ENSG00000260272",0,NA,NA,NA,NA,NA
"ENSG00000260273",0,NA,NA,NA,NA,NA
"ENSG00000260274",0,NA,NA,NA,NA,NA
"ENSG00000260275",0,NA,NA,NA,NA,NA
"ENSG00000260276",0,NA,NA,NA,NA,NA
"ENSG00000260277",0,NA,NA,NA,NA,NA
"ENSG00000260278",0,NA,NA,NA,NA,NA
"ENSG00000260279",0,NA,NA,NA,NA,NA
"ENSG00000260280",0,NA,NA,NA,NA,NA
"ENSG00000260281",0,NA,NA,NA,NA,NA
"ENSG00000260282",0,NA,NA,NA,NA,NA
"ENSG00000260283",0,NA,NA,NA,NA,NA
"ENSG00000260284",0,NA,NA,NA,NA,NA
"ENSG00000260285",0,NA,NA,NA,NA,NA
"ENSG00000260286",0,NA,NA,NA,NA,NA
"ENSG00000260287",0,NA,NA,NA,NA,NA
"ENSG00000260288",0,NA,NA,NA,NA,NA
"ENSG00000260289",0,NA,NA,NA,NA,NA
"ENSG00000260290",0,NA,NA,NA,NA,NA
"ENSG00000260291",0,NA,NA,NA,NA,NA
"ENSG00000260293",0,NA,NA,NA,NA,NA
"ENSG00000260294",0,NA,NA,NA,NA,NA
"ENSG00000260295",0,NA,NA,NA,NA,NA
"ENSG00000260296",0,NA,NA,NA,NA,NA
"ENSG00000260297",0,NA,NA,NA,NA,NA
"ENSG00000260298",0,NA,NA,NA,NA,NA
"ENSG00000260299",0,NA,NA,NA,NA,NA
"ENSG00000260300",0,NA,NA,NA,NA,NA
"ENSG00000260301",0,NA,NA,NA,NA,NA
"ENSG00000260302",0,NA,NA,NA,NA,NA
"ENSG00000260303",0,NA,NA,NA,NA,NA
"ENSG00000260304",0,NA,NA,NA,NA,NA
"ENSG00000260305",0,NA,NA,NA,NA,NA
"ENSG00000260306",4.46925748431138,5.58612675167773,1.74324992338715,3.20443252383676,0.0013532900731826,0.00808504069362938
"ENSG00000260307",0,NA,NA,NA,NA,NA
"ENSG00000260308",0,NA,NA,NA,NA,NA
"ENSG00000260309",0,NA,NA,NA,NA,NA
"ENSG00000260310",0,NA,NA,NA,NA,NA
"ENSG00000260311",0,NA,NA,NA,NA,NA
"ENSG00000260312",0,NA,NA,NA,NA,NA
"ENSG00000260313",0,NA,NA,NA,NA,NA
"ENSG00000260314",0,NA,NA,NA,NA,NA
"ENSG00000260315",0,NA,NA,NA,NA,NA
"ENSG00000260316",0,NA,NA,NA,NA,NA
"ENSG00000260317",0,NA,NA,NA,NA,NA
"ENSG00000260318",0,NA,NA,NA,NA,NA
"ENSG00000260319",0,NA,NA,NA,NA,NA
"ENSG00000260320",0,NA,NA,NA,NA,NA
"ENSG00000260321",0,NA,NA,NA,NA,NA
"ENSG00000260322",0,NA,NA,NA,NA,NA
"ENSG00000260323",0,NA,NA,NA,NA,NA
"ENSG00000260324",0,NA,NA,NA,NA,NA
"ENSG00000260325",0,NA,NA,NA,NA,NA
"ENSG00000260326",0,NA,NA,NA,NA,NA
"ENSG00000260327",0,NA,NA,NA,NA,NA
"ENSG00000260328",0,NA,NA,NA,NA,NA
"ENSG00000260329",0,NA,NA,NA,NA,NA
"ENSG00000260331",0,NA,NA,NA,NA,NA
"ENSG00000260332",0,NA,NA,NA,NA,NA
"ENSG00000260333",0,NA,NA,NA,NA,NA
"ENSG00000260334",0,NA,NA,NA,NA,NA
"ENSG00000260335",0,NA,NA,NA,NA,NA
"ENSG00000260336",0,NA,NA,NA,NA,NA
"ENSG00000260337",0,NA,NA,NA,NA,NA
"ENSG00000260338",0,NA,NA,NA,NA,NA
"ENSG00000260339",0,NA,NA,NA,NA,NA
"ENSG00000260340",0,NA,NA,NA,NA,NA
"ENSG00000260341",0,NA,NA,NA,NA,NA
"ENSG00000260342",0,NA,NA,NA,NA,NA
"ENSG00000260343",0,NA,NA,NA,NA,NA
"ENSG00000260344",0,NA,NA,NA,NA,NA
"ENSG00000260345",0,NA,NA,NA,NA,NA
"ENSG00000260346",0,NA,NA,NA,NA,NA
"ENSG00000260347",0,NA,NA,NA,NA,NA
"ENSG00000260348",0,NA,NA,NA,NA,NA
"ENSG00000260349",0,NA,NA,NA,NA,NA
"ENSG00000260350",0,NA,NA,NA,NA,NA
"ENSG00000260351",0,NA,NA,NA,NA,NA
"ENSG00000260352",0,NA,NA,NA,NA,NA
"ENSG00000260353",0,NA,NA,NA,NA,NA
"ENSG00000260354",0,NA,NA,NA,NA,NA
"ENSG00000260355",0,NA,NA,NA,NA,NA
"ENSG00000260357",0,NA,NA,NA,NA,NA
"ENSG00000260359",0,NA,NA,NA,NA,NA
"ENSG00000260360",0,NA,NA,NA,NA,NA
"ENSG00000260361",0,NA,NA,NA,NA,NA
"ENSG00000260362",0,NA,NA,NA,NA,NA
"ENSG00000260363",0,NA,NA,NA,NA,NA
"ENSG00000260364",0,NA,NA,NA,NA,NA
"ENSG00000260366",0,NA,NA,NA,NA,NA
"ENSG00000260367",0,NA,NA,NA,NA,NA
"ENSG00000260368",0,NA,NA,NA,NA,NA
"ENSG00000260369",0,NA,NA,NA,NA,NA
"ENSG00000260370",0,NA,NA,NA,NA,NA
"ENSG00000260371",0,NA,NA,NA,NA,NA
"ENSG00000260372",0,NA,NA,NA,NA,NA
"ENSG00000260373",0,NA,NA,NA,NA,NA
"ENSG00000260374",0,NA,NA,NA,NA,NA
"ENSG00000260375",0,NA,NA,NA,NA,NA
"ENSG00000260376",0,NA,NA,NA,NA,NA
"ENSG00000260377",0,NA,NA,NA,NA,NA
"ENSG00000260378",0,NA,NA,NA,NA,NA
"ENSG00000260379",0,NA,NA,NA,NA,NA
"ENSG00000260380",0,NA,NA,NA,NA,NA
"ENSG00000260381",0,NA,NA,NA,NA,NA
"ENSG00000260382",0,NA,NA,NA,NA,NA
"ENSG00000260383",0,NA,NA,NA,NA,NA
"ENSG00000260384",0,NA,NA,NA,NA,NA
"ENSG00000260385",0,NA,NA,NA,NA,NA
"ENSG00000260386",0,NA,NA,NA,NA,NA
"ENSG00000260387",0,NA,NA,NA,NA,NA
"ENSG00000260388",0,NA,NA,NA,NA,NA
"ENSG00000260389",0,NA,NA,NA,NA,NA
"ENSG00000260390",0,NA,NA,NA,NA,NA
"ENSG00000260391",0,NA,NA,NA,NA,NA
"ENSG00000260392",0,NA,NA,NA,NA,NA
"ENSG00000260393",0,NA,NA,NA,NA,NA
"ENSG00000260394",0,NA,NA,NA,NA,NA
"ENSG00000260395",0,NA,NA,NA,NA,NA
"ENSG00000260396",0,NA,NA,NA,NA,NA
"ENSG00000260398",0,NA,NA,NA,NA,NA
"ENSG00000260399",0,NA,NA,NA,NA,NA
"ENSG00000260400",0,NA,NA,NA,NA,NA
"ENSG00000260401",0,NA,NA,NA,NA,NA
"ENSG00000260402",0,NA,NA,NA,NA,NA
"ENSG00000260403",0,NA,NA,NA,NA,NA
"ENSG00000260404",0,NA,NA,NA,NA,NA
"ENSG00000260405",0,NA,NA,NA,NA,NA
"ENSG00000260406",0,NA,NA,NA,NA,NA
"ENSG00000260407",0,NA,NA,NA,NA,NA
"ENSG00000260409",0,NA,NA,NA,NA,NA
"ENSG00000260410",0,NA,NA,NA,NA,NA
"ENSG00000260411",0,NA,NA,NA,NA,NA
"ENSG00000260412",0,NA,NA,NA,NA,NA
"ENSG00000260413",0,NA,NA,NA,NA,NA
"ENSG00000260414",0,NA,NA,NA,NA,NA
"ENSG00000260415",0,NA,NA,NA,NA,NA
"ENSG00000260416",0,NA,NA,NA,NA,NA
"ENSG00000260417",0,NA,NA,NA,NA,NA
"ENSG00000260418",0,NA,NA,NA,NA,NA
"ENSG00000260419",0,NA,NA,NA,NA,NA
"ENSG00000260420",0,NA,NA,NA,NA,NA
"ENSG00000260422",0,NA,NA,NA,NA,NA
"ENSG00000260423",0,NA,NA,NA,NA,NA
"ENSG00000260424",0,NA,NA,NA,NA,NA
"ENSG00000260425",0.0773088915159638,-0.416521716874066,3.08457506014951,-0.135033743303973,0.892585195354521,NA
"ENSG00000260426",0,NA,NA,NA,NA,NA
"ENSG00000260427",0,NA,NA,NA,NA,NA
"ENSG00000260428",0,NA,NA,NA,NA,NA
"ENSG00000260429",0,NA,NA,NA,NA,NA
"ENSG00000260430",0,NA,NA,NA,NA,NA
"ENSG00000260431",0,NA,NA,NA,NA,NA
"ENSG00000260432",0,NA,NA,NA,NA,NA
"ENSG00000260433",0,NA,NA,NA,NA,NA
"ENSG00000260435",0,NA,NA,NA,NA,NA
"ENSG00000260436",0,NA,NA,NA,NA,NA
"ENSG00000260437",0,NA,NA,NA,NA,NA
"ENSG00000260438",0,NA,NA,NA,NA,NA
"ENSG00000260439",0,NA,NA,NA,NA,NA
"ENSG00000260440",0,NA,NA,NA,NA,NA
"ENSG00000260441",0,NA,NA,NA,NA,NA
"ENSG00000260442",0,NA,NA,NA,NA,NA
"ENSG00000260443",0,NA,NA,NA,NA,NA
"ENSG00000260444",0,NA,NA,NA,NA,NA
"ENSG00000260445",0,NA,NA,NA,NA,NA
"ENSG00000260446",0,NA,NA,NA,NA,NA
"ENSG00000260447",0,NA,NA,NA,NA,NA
"ENSG00000260448",0,NA,NA,NA,NA,NA
"ENSG00000260449",0,NA,NA,NA,NA,NA
"ENSG00000260450",0,NA,NA,NA,NA,NA
"ENSG00000260451",0,NA,NA,NA,NA,NA
"ENSG00000260452",0,NA,NA,NA,NA,NA
"ENSG00000260454",0,NA,NA,NA,NA,NA
"ENSG00000260455",0,NA,NA,NA,NA,NA
"ENSG00000260456",0,NA,NA,NA,NA,NA
"ENSG00000260457",0,NA,NA,NA,NA,NA
"ENSG00000260458",0,NA,NA,NA,NA,NA
"ENSG00000260459",0,NA,NA,NA,NA,NA
"ENSG00000260460",0,NA,NA,NA,NA,NA
"ENSG00000260461",0,NA,NA,NA,NA,NA
"ENSG00000260463",0,NA,NA,NA,NA,NA
"ENSG00000260464",0,NA,NA,NA,NA,NA
"ENSG00000260465",985.860038313804,-0.149415315614243,0.326083170861556,-0.458212287434115,0.646799932939867,0.781834442584595
"ENSG00000260466",0,NA,NA,NA,NA,NA
"ENSG00000260467",0,NA,NA,NA,NA,NA
"ENSG00000260468",0,NA,NA,NA,NA,NA
"ENSG00000260469",0,NA,NA,NA,NA,NA
"ENSG00000260470",0,NA,NA,NA,NA,NA
"ENSG00000260471",0,NA,NA,NA,NA,NA
"ENSG00000260472",0,NA,NA,NA,NA,NA
"ENSG00000260473",0,NA,NA,NA,NA,NA
"ENSG00000260474",0,NA,NA,NA,NA,NA
"ENSG00000260475",0,NA,NA,NA,NA,NA
"ENSG00000260476",0,NA,NA,NA,NA,NA
"ENSG00000260477",0,NA,NA,NA,NA,NA
"ENSG00000260478",0,NA,NA,NA,NA,NA
"ENSG00000260479",0,NA,NA,NA,NA,NA
"ENSG00000260480",0,NA,NA,NA,NA,NA
"ENSG00000260481",0,NA,NA,NA,NA,NA
"ENSG00000260482",0,NA,NA,NA,NA,NA
"ENSG00000260483",0,NA,NA,NA,NA,NA
"ENSG00000260484",0,NA,NA,NA,NA,NA
"ENSG00000260485",0,NA,NA,NA,NA,NA
"ENSG00000260486",0,NA,NA,NA,NA,NA
"ENSG00000260487",0,NA,NA,NA,NA,NA
"ENSG00000260488",0,NA,NA,NA,NA,NA
"ENSG00000260489",0,NA,NA,NA,NA,NA
"ENSG00000260490",0,NA,NA,NA,NA,NA
"ENSG00000260491",0,NA,NA,NA,NA,NA
"ENSG00000260492",0,NA,NA,NA,NA,NA
"ENSG00000260493",0,NA,NA,NA,NA,NA
"ENSG00000260494",0,NA,NA,NA,NA,NA
"ENSG00000260495",0,NA,NA,NA,NA,NA
"ENSG00000260496",0,NA,NA,NA,NA,NA
"ENSG00000260497",0,NA,NA,NA,NA,NA
"ENSG00000260498",0,NA,NA,NA,NA,NA
"ENSG00000260500",0,NA,NA,NA,NA,NA
"ENSG00000260501",0,NA,NA,NA,NA,NA
"ENSG00000260502",0,NA,NA,NA,NA,NA
"ENSG00000260504",0,NA,NA,NA,NA,NA
"ENSG00000260505",0,NA,NA,NA,NA,NA
"ENSG00000260506",0,NA,NA,NA,NA,NA
"ENSG00000260507",0,NA,NA,NA,NA,NA
"ENSG00000260508",0,NA,NA,NA,NA,NA
"ENSG00000260509",0,NA,NA,NA,NA,NA
"ENSG00000260510",0,NA,NA,NA,NA,NA
"ENSG00000260511",0,NA,NA,NA,NA,NA
"ENSG00000260513",0,NA,NA,NA,NA,NA
"ENSG00000260514",0,NA,NA,NA,NA,NA
"ENSG00000260515",0,NA,NA,NA,NA,NA
"ENSG00000260516",0,NA,NA,NA,NA,NA
"ENSG00000260517",0,NA,NA,NA,NA,NA
"ENSG00000260518",0,NA,NA,NA,NA,NA
"ENSG00000260519",0,NA,NA,NA,NA,NA
"ENSG00000260520",0,NA,NA,NA,NA,NA
"ENSG00000260521",0,NA,NA,NA,NA,NA
"ENSG00000260522",0,NA,NA,NA,NA,NA
"ENSG00000260523",0,NA,NA,NA,NA,NA
"ENSG00000260524",0,NA,NA,NA,NA,NA
"ENSG00000260525",0,NA,NA,NA,NA,NA
"ENSG00000260526",0,NA,NA,NA,NA,NA
"ENSG00000260528",0,NA,NA,NA,NA,NA
"ENSG00000260529",0,NA,NA,NA,NA,NA
"ENSG00000260530",0,NA,NA,NA,NA,NA
"ENSG00000260532",0,NA,NA,NA,NA,NA
"ENSG00000260533",0,NA,NA,NA,NA,NA
"ENSG00000260534",0,NA,NA,NA,NA,NA
"ENSG00000260535",0,NA,NA,NA,NA,NA
"ENSG00000260536",0,NA,NA,NA,NA,NA
"ENSG00000260537",0,NA,NA,NA,NA,NA
"ENSG00000260538",0,NA,NA,NA,NA,NA
"ENSG00000260539",0,NA,NA,NA,NA,NA
"ENSG00000260540",0,NA,NA,NA,NA,NA
"ENSG00000260541",0,NA,NA,NA,NA,NA
"ENSG00000260542",0,NA,NA,NA,NA,NA
"ENSG00000260545",0,NA,NA,NA,NA,NA
"ENSG00000260546",0,NA,NA,NA,NA,NA
"ENSG00000260548",0,NA,NA,NA,NA,NA
"ENSG00000260549",0,NA,NA,NA,NA,NA
"ENSG00000260550",0,NA,NA,NA,NA,NA
"ENSG00000260551",0,NA,NA,NA,NA,NA
"ENSG00000260552",0,NA,NA,NA,NA,NA
"ENSG00000260554",0,NA,NA,NA,NA,NA
"ENSG00000260555",0,NA,NA,NA,NA,NA
"ENSG00000260557",0,NA,NA,NA,NA,NA
"ENSG00000260558",0,NA,NA,NA,NA,NA
"ENSG00000260559",0,NA,NA,NA,NA,NA
"ENSG00000260562",0,NA,NA,NA,NA,NA
"ENSG00000260563",0,NA,NA,NA,NA,NA
"ENSG00000260564",0,NA,NA,NA,NA,NA
"ENSG00000260565",0,NA,NA,NA,NA,NA
"ENSG00000260566",0,NA,NA,NA,NA,NA
"ENSG00000260568",0,NA,NA,NA,NA,NA
"ENSG00000260569",0,NA,NA,NA,NA,NA
"ENSG00000260570",0,NA,NA,NA,NA,NA
"ENSG00000260571",0,NA,NA,NA,NA,NA
"ENSG00000260572",0,NA,NA,NA,NA,NA
"ENSG00000260573",0,NA,NA,NA,NA,NA
"ENSG00000260574",0,NA,NA,NA,NA,NA
"ENSG00000260575",0,NA,NA,NA,NA,NA
"ENSG00000260576",0,NA,NA,NA,NA,NA
"ENSG00000260577",0,NA,NA,NA,NA,NA
"ENSG00000260578",0,NA,NA,NA,NA,NA
"ENSG00000260579",0,NA,NA,NA,NA,NA
"ENSG00000260580",0,NA,NA,NA,NA,NA
"ENSG00000260581",2.98978015286998,4.56299978785006,1.56607108878944,2.91366070193992,0.00357217925526408,0.0179636928016517
"ENSG00000260582",0,NA,NA,NA,NA,NA
"ENSG00000260583",0,NA,NA,NA,NA,NA
"ENSG00000260584",0,NA,NA,NA,NA,NA
"ENSG00000260585",0,NA,NA,NA,NA,NA
"ENSG00000260586",0,NA,NA,NA,NA,NA
"ENSG00000260587",0,NA,NA,NA,NA,NA
"ENSG00000260588",0,NA,NA,NA,NA,NA
"ENSG00000260589",0,NA,NA,NA,NA,NA
"ENSG00000260590",0,NA,NA,NA,NA,NA
"ENSG00000260591",0,NA,NA,NA,NA,NA
"ENSG00000260592",0,NA,NA,NA,NA,NA
"ENSG00000260593",0,NA,NA,NA,NA,NA
"ENSG00000260594",0,NA,NA,NA,NA,NA
"ENSG00000260595",0,NA,NA,NA,NA,NA
"ENSG00000260596",0,NA,NA,NA,NA,NA
"ENSG00000260597",0,NA,NA,NA,NA,NA
"ENSG00000260598",0,NA,NA,NA,NA,NA
"ENSG00000260599",0,NA,NA,NA,NA,NA
"ENSG00000260600",0,NA,NA,NA,NA,NA
"ENSG00000260601",0,NA,NA,NA,NA,NA
"ENSG00000260602",0,NA,NA,NA,NA,NA
"ENSG00000260603",0,NA,NA,NA,NA,NA
"ENSG00000260604",0,NA,NA,NA,NA,NA
"ENSG00000260605",0,NA,NA,NA,NA,NA
"ENSG00000260606",0,NA,NA,NA,NA,NA
"ENSG00000260607",0,NA,NA,NA,NA,NA
"ENSG00000260608",0,NA,NA,NA,NA,NA
"ENSG00000260610",0,NA,NA,NA,NA,NA
"ENSG00000260611",0,NA,NA,NA,NA,NA
"ENSG00000260612",0,NA,NA,NA,NA,NA
"ENSG00000260613",0,NA,NA,NA,NA,NA
"ENSG00000260614",0,NA,NA,NA,NA,NA
"ENSG00000260615",0,NA,NA,NA,NA,NA
"ENSG00000260616",0,NA,NA,NA,NA,NA
"ENSG00000260617",0,NA,NA,NA,NA,NA
"ENSG00000260618",0,NA,NA,NA,NA,NA
"ENSG00000260619",0,NA,NA,NA,NA,NA
"ENSG00000260620",0,NA,NA,NA,NA,NA
"ENSG00000260621",0,NA,NA,NA,NA,NA
"ENSG00000260622",0,NA,NA,NA,NA,NA
"ENSG00000260623",0,NA,NA,NA,NA,NA
"ENSG00000260624",0,NA,NA,NA,NA,NA
"ENSG00000260625",0,NA,NA,NA,NA,NA
"ENSG00000260626",0,NA,NA,NA,NA,NA
"ENSG00000260628",0,NA,NA,NA,NA,NA
"ENSG00000260629",0,NA,NA,NA,NA,NA
"ENSG00000260630",0,NA,NA,NA,NA,NA
"ENSG00000260631",0,NA,NA,NA,NA,NA
"ENSG00000260632",0,NA,NA,NA,NA,NA
"ENSG00000260633",0,NA,NA,NA,NA,NA
"ENSG00000260634",0,NA,NA,NA,NA,NA
"ENSG00000260635",0,NA,NA,NA,NA,NA
"ENSG00000260636",0,NA,NA,NA,NA,NA
"ENSG00000260637",0,NA,NA,NA,NA,NA
"ENSG00000260638",0,NA,NA,NA,NA,NA
"ENSG00000260639",0,NA,NA,NA,NA,NA
"ENSG00000260640",0,NA,NA,NA,NA,NA
"ENSG00000260641",0,NA,NA,NA,NA,NA
"ENSG00000260642",0,NA,NA,NA,NA,NA
"ENSG00000260643",0,NA,NA,NA,NA,NA
"ENSG00000260644",0,NA,NA,NA,NA,NA
"ENSG00000260645",0,NA,NA,NA,NA,NA
"ENSG00000260646",0,NA,NA,NA,NA,NA
"ENSG00000260647",0,NA,NA,NA,NA,NA
"ENSG00000260648",0,NA,NA,NA,NA,NA
"ENSG00000260649",0,NA,NA,NA,NA,NA
"ENSG00000260650",0,NA,NA,NA,NA,NA
"ENSG00000260651",0,NA,NA,NA,NA,NA
"ENSG00000260653",0,NA,NA,NA,NA,NA
"ENSG00000260655",0,NA,NA,NA,NA,NA
"ENSG00000260657",0,NA,NA,NA,NA,NA
"ENSG00000260658",0,NA,NA,NA,NA,NA
"ENSG00000260659",0,NA,NA,NA,NA,NA
"ENSG00000260660",0,NA,NA,NA,NA,NA
"ENSG00000260661",0,NA,NA,NA,NA,NA
"ENSG00000260662",0,NA,NA,NA,NA,NA
"ENSG00000260664",0,NA,NA,NA,NA,NA
"ENSG00000260665",0,NA,NA,NA,NA,NA
"ENSG00000260666",0,NA,NA,NA,NA,NA
"ENSG00000260667",0,NA,NA,NA,NA,NA
"ENSG00000260668",0,NA,NA,NA,NA,NA
"ENSG00000260669",0,NA,NA,NA,NA,NA
"ENSG00000260670",0,NA,NA,NA,NA,NA
"ENSG00000260671",0,NA,NA,NA,NA,NA
"ENSG00000260672",0,NA,NA,NA,NA,NA
"ENSG00000260673",0,NA,NA,NA,NA,NA
"ENSG00000260674",0,NA,NA,NA,NA,NA
"ENSG00000260675",0,NA,NA,NA,NA,NA
"ENSG00000260676",0,NA,NA,NA,NA,NA
"ENSG00000260677",0,NA,NA,NA,NA,NA
"ENSG00000260678",0,NA,NA,NA,NA,NA
"ENSG00000260679",0,NA,NA,NA,NA,NA
"ENSG00000260680",0,NA,NA,NA,NA,NA
"ENSG00000260681",0,NA,NA,NA,NA,NA
"ENSG00000260682",0,NA,NA,NA,NA,NA
"ENSG00000260683",0,NA,NA,NA,NA,NA
"ENSG00000260685",0,NA,NA,NA,NA,NA
"ENSG00000260686",0,NA,NA,NA,NA,NA
"ENSG00000260687",0,NA,NA,NA,NA,NA
"ENSG00000260688",0,NA,NA,NA,NA,NA
"ENSG00000260689",0,NA,NA,NA,NA,NA
"ENSG00000260690",0,NA,NA,NA,NA,NA
"ENSG00000260691",0,NA,NA,NA,NA,NA
"ENSG00000260692",0,NA,NA,NA,NA,NA
"ENSG00000260693",0,NA,NA,NA,NA,NA
"ENSG00000260694",0,NA,NA,NA,NA,NA
"ENSG00000260695",0,NA,NA,NA,NA,NA
"ENSG00000260696",0,NA,NA,NA,NA,NA
"ENSG00000260698",0,NA,NA,NA,NA,NA
"ENSG00000260701",0,NA,NA,NA,NA,NA
"ENSG00000260702",0,NA,NA,NA,NA,NA
"ENSG00000260703",0,NA,NA,NA,NA,NA
"ENSG00000260704",0,NA,NA,NA,NA,NA
"ENSG00000260705",0,NA,NA,NA,NA,NA
"ENSG00000260706",0,NA,NA,NA,NA,NA
"ENSG00000260707",0,NA,NA,NA,NA,NA
"ENSG00000260708",0,NA,NA,NA,NA,NA
"ENSG00000260709",0,NA,NA,NA,NA,NA
"ENSG00000260710",0,NA,NA,NA,NA,NA
"ENSG00000260711",0,NA,NA,NA,NA,NA
"ENSG00000260712",0,NA,NA,NA,NA,NA
"ENSG00000260713",0,NA,NA,NA,NA,NA
"ENSG00000260714",0,NA,NA,NA,NA,NA
"ENSG00000260715",0,NA,NA,NA,NA,NA
"ENSG00000260716",0,NA,NA,NA,NA,NA
"ENSG00000260717",0,NA,NA,NA,NA,NA
"ENSG00000260719",0,NA,NA,NA,NA,NA
"ENSG00000260720",0,NA,NA,NA,NA,NA
"ENSG00000260721",0,NA,NA,NA,NA,NA
"ENSG00000260722",0,NA,NA,NA,NA,NA
"ENSG00000260723",0,NA,NA,NA,NA,NA
"ENSG00000260724",0,NA,NA,NA,NA,NA
"ENSG00000260725",0,NA,NA,NA,NA,NA
"ENSG00000260726",0,NA,NA,NA,NA,NA
"ENSG00000260727",0,NA,NA,NA,NA,NA
"ENSG00000260729",0,NA,NA,NA,NA,NA
"ENSG00000260730",0,NA,NA,NA,NA,NA
"ENSG00000260731",0,NA,NA,NA,NA,NA
"ENSG00000260732",0,NA,NA,NA,NA,NA
"ENSG00000260733",0,NA,NA,NA,NA,NA
"ENSG00000260734",0,NA,NA,NA,NA,NA
"ENSG00000260735",0,NA,NA,NA,NA,NA
"ENSG00000260736",0,NA,NA,NA,NA,NA
"ENSG00000260737",0,NA,NA,NA,NA,NA
"ENSG00000260738",0,NA,NA,NA,NA,NA
"ENSG00000260739",0,NA,NA,NA,NA,NA
"ENSG00000260740",0,NA,NA,NA,NA,NA
"ENSG00000260741",0,NA,NA,NA,NA,NA
"ENSG00000260742",0,NA,NA,NA,NA,NA
"ENSG00000260743",0,NA,NA,NA,NA,NA
"ENSG00000260744",0,NA,NA,NA,NA,NA
"ENSG00000260745",0,NA,NA,NA,NA,NA
"ENSG00000260746",0,NA,NA,NA,NA,NA
"ENSG00000260747",0,NA,NA,NA,NA,NA
"ENSG00000260748",0,NA,NA,NA,NA,NA
"ENSG00000260749",0,NA,NA,NA,NA,NA
"ENSG00000260750",0,NA,NA,NA,NA,NA
"ENSG00000260751",0,NA,NA,NA,NA,NA
"ENSG00000260752",0,NA,NA,NA,NA,NA
"ENSG00000260753",0,NA,NA,NA,NA,NA
"ENSG00000260755",0,NA,NA,NA,NA,NA
"ENSG00000260756",0,NA,NA,NA,NA,NA
"ENSG00000260757",0,NA,NA,NA,NA,NA
"ENSG00000260758",0,NA,NA,NA,NA,NA
"ENSG00000260759",0,NA,NA,NA,NA,NA
"ENSG00000260760",0,NA,NA,NA,NA,NA
